RestaurantID,RestaurantName,PhoneNumber,NeighborhoodID,Address1,City,State1,Zip,RestaurantTypeID
750,Brittanys Tacos,(321)094-7128,19,468 Heather Mountains Suite 882,New Catherinemouth,CT,66877,2
751,Sherris Diner,001-225-673-084,4,8200 Alicia Islands Suite 769,East Angelaberg,VT,42423,6
752,Seans House,001-810-697-080,13,980 Hicks Junction Suite 656,Normanchester,MT,65467,4
753,Johns Kitchen,001-477-352-901,9,290 Small Tunnel Suite 539,Port David,AZ,49135,10
754,Brittanys Tacos,800.915.0517,20,2377 Whitehead Island,West Emilybury,ME,91157,9
755,Brittanys Tacos,001-891-230-030,18,5976 Betty Point Suite 425,Erikahaven,VA,75481,9
756,Kyles Grill,(084)844-9308x7,7,88102 Taylor Plaza,West Oscar,UT,32398,6
757,Brians Pizza,(206)735-3098x0,15,1309 Wright Hills,Rodriguezborough,KY,06307,5
758,Samuels Corner,(153)130-3098x4,8,73637 Escobar Forge Suite 570,Johntown,FL,06058,8
759,Gabrielles Table,+1-018-884-8318,11,30506 Thomas Meadows Suite 001,Smithside,MS,74928,3
760,Sherris Diner,(703)256-8374x9,9,889 Bridges Light Suite 512,Garyshire,VT,86583,9
761,Gabrielles Table,(755)342-7225,7,093 Odom Roads Apt. 213,East Laura,SD,46714,2
762,Sherris Diner,+1-900-221-8290,19,48528 Sean Trace Apt. 205,Davidville,AL,98081,3
763,Brians Pizza,768-161-9017x37,13,330 Mark Glen,South Randallshire,NM,46211,4
764,Brittanys Tacos,001-858-217-810,5,55730 Turner Street Suite 116,South David,NV,80985,6
765,Seans House,794-220-5670,15,8048 Peterson Villages Apt. 109,Heatherville,UT,22069,7
766,Brians Pizza,276-883-9290x28,8,227 Jason Mews Apt. 473,Laurieburgh,ID,88480,8
767,Seans House,8800442293,14,14519 Christina Shore Suite 213,Weaverhaven,MO,63164,10
768,Brians Pizza,+1-288-534-1189,12,369 Scott Island Suite 092,West Donald,GA,35152,9
769,Brittanys Tacos,415.700.6190,5,2063 Hannah Village Suite 341,Christianland,NH,75669,4
770,Gabrielles Table,580.260.3244x70,16,5177 Armstrong Run Apt. 306,Port Matthewport,MI,19398,7
771,Samuels Corner,001-476-983-328,3,71407 Hernandez Meadow Suite 084,East Lori,NM,84100,4
772,Seans House,175-749-9036,16,5167 Lewis Alley Suite 439,North Frank,CO,55869,2
773,Kyles Grill,4263241377,6,542 Cooper Freeway,West Timothyton,MT,69083,5
774,Timothys Cafe,973-967-8115x98,15,182 Matthews Glens,Roblesland,SD,35957,7
775,Sherris Diner,001-191-553-533,6,6176 Christine Plains Apt. 587,South Traviston,ID,20989,3
776,Seans House,+1-449-628-0471,6,31983 Gonzalez Rapids,New Anna,MT,58685,5
777,Michaels Bistro,+1-037-853-8297,7,280 Hawkins Knoll,Jessicamouth,HI,67650,10
778,Sherris Diner,+1-918-913-5943,19,95769 Steven Radial,Berryhaven,UT,60551,2
779,Michaels Bistro,001-364-805-793,16,603 Hill Stream Suite 692,East Cameron,TN,34641,3
780,Johns Kitchen,171-381-6484,6,634 Scott Extension,Smithtown,VT,50734,8
781,Johns Kitchen,(483)886-5979,10,01153 Miller Tunnel Apt. 103,South Gregory,AL,56199,2
782,Gabrielles Table,(303)337-1471x5,1,628 Delgado Mill Apt. 549,New Zacharyfort,VA,55300,2
783,Timothys Cafe,+1-621-389-1697,10,86567 Sherry Pine,West Kristinberg,TX,55525,4
784,Seans House,536.792.8908x91,6,31377 Evan Forges Apt. 393,New Olivia,TN,52514,1
785,Brittanys Tacos,093.545.4188x63,6,73735 Wanda Point Suite 240,Ashleyfort,HI,61527,8
786,Brittanys Tacos,001-957-472-147,13,45148 Ronald Drive Suite 524,Lake Daisy,AZ,63946,3
787,Brittanys Tacos,+1-161-688-1483,20,35939 Abigail Knoll Apt. 571,Robertburgh,GA,99272,5
788,Timothys Cafe,664-137-3052,7,09647 Hall Grove Apt. 713,New Jared,NJ,08256,1
789,Brittanys Tacos,+1-239-352-0726,3,3251 Melinda Junction Suite 465,Lake Joseph,OH,12317,8
790,Seans House,239-499-5392,5,7938 James Islands Apt. 706,Lake Nicholas,OK,45241,9
791,Brians Pizza,116-388-8058x58,3,78427 Lopez Alley,New Marilyn,CT,37827,8
792,Samuels Corner,(032)787-2338,14,72359 Sparks Summit,East Mary,AL,04644,6
793,Kyles Grill,173-544-5172x20,8,3436 Ashley Spring Apt. 910,South Joshuashire,AR,97392,5
794,Brittanys Tacos,(561)945-6782x7,15,9900 Raymond Canyon Suite 349,North Kim,HI,63994,2
795,Johns Kitchen,001-860-689-300,13,0209 Lara Fall,Morganbury,OK,92047,9
796,Kyles Grill,(237)402-8048,4,16627 Robert Spurs,Lake Danny,WI,80020,2
797,Brittanys Tacos,(420)015-6753,17,212 Carson Cove,Keithstad,HI,44960,6
798,Samuels Corner,+1-575-152-1959,5,21740 Greer Cape Suite 028,Esparzachester,ME,27100,7
799,Sherris Diner,708-160-6287x88,1,774 Long Island Suite 340,West Brandytown,NC,90219,4
800,Michaels Bistro,(567)173-4312x2,20,923 Laura Forks,Derekberg,NH,94196,3
801,Brittanys Tacos,393.781.5067x67,4,273 Christopher Terrace,Kristenhaven,MO,13378,7
802,Brians Pizza,184.409.2656x44,13,9306 Morris Fall Apt. 251,Riosfurt,OR,58771,9
803,Timothys Cafe,072.696.3079,13,7482 Jessica Union,Lake Anthony,TN,67698,7
804,Gabrielles Table,605-210-2178x47,1,438 Tristan Corners Suite 647,Port Angela,WV,83060,9
805,Seans House,0889876739,4,0567 Carrie Fords,Tracyfurt,CO,18900,6
806,Timothys Cafe,001-817-781-496,1,1100 Taylor Harbor Apt. 675,Hooperton,NE,66355,1
807,Johns Kitchen,001-618-759-494,2,9851 Anderson Keys Apt. 117,East Susan,CT,03338,8
808,Brittanys Tacos,(331)366-3810x8,5,0026 Cobb Junctions Apt. 309,Brownborough,WI,05211,5
809,Brittanys Tacos,+1-349-985-8152,8,47737 Calhoun Vista,Lisastad,AK,23222,6
810,Michaels Bistro,+1-926-983-0056,3,5716 Brian Motorway,Bakerfurt,HI,92509,2
811,Michaels Bistro,001-289-191-496,9,7956 Ellis Mission,Petertown,PA,89892,1
812,Seans House,(476)553-8312x2,5,70575 Amanda Vista,Frazierside,NY,81193,7
813,Johns Kitchen,+1-695-231-3628,20,663 George Avenue,West Susan,ME,66791,7
814,Timothys Cafe,+1-316-388-0989,1,391 Baxter Lakes Suite 528,West Linda,VA,52217,4
815,Johns Kitchen,159-862-5830,1,2566 Jeffrey Alley,Lake Davidhaven,AR,42508,5
816,Sherris Diner,695.963.3504x91,4,32863 Donald Shoals Suite 961,Lake Collin,AR,93327,4
817,Brians Pizza,+1-361-890-2582,18,15207 Nichols Via Suite 654,New David,CT,43128,7
818,Samuels Corner,001-286-329-719,11,3193 Valerie Pine,Sanderstown,UT,92815,3
819,Seans House,235-865-7624x90,3,085 Joseph Mountain Apt. 587,Williamsshire,CT,36186,10
820,Sherris Diner,(590)930-0281x9,7,459 Miles Islands Apt. 591,Benjaminchester,IL,07674,5
821,Brians Pizza,838.386.9617,5,5809 Danielle Park Suite 853,Phillipsbury,OR,60775,9
822,Michaels Bistro,001-494-065-583,16,5035 Diaz Cove,Janetton,FL,41293,10
823,Samuels Corner,+1-738-720-9037,19,288 Tyler Fall,New Joelland,AZ,97393,8
824,Samuels Corner,436-235-6414x65,15,7325 John Greens Apt. 978,West Darinton,VA,07438,9
825,Sherris Diner,868-469-1380x47,6,5504 Galloway Coves,West Christopherville,NY,49570,7
826,Johns Kitchen,+1-384-678-8674,10,10319 Erica Cape,South Staceyland,MS,21898,2
827,Kyles Grill,550.097.2835,11,8330 Carson Isle Suite 010,North Adrienneshire,MO,59683,1
828,Kyles Grill,465.536.1733x82,16,58818 Costa River Apt. 330,Ortizton,NV,24633,4
829,Brittanys Tacos,+1-443-525-2158,5,525 Vincent Loop,Breannashire,VT,87029,2
830,Brittanys Tacos,+1-167-591-2974,8,257 Jacob Harbor Suite 821,East Dillonland,SC,84895,4
831,Samuels Corner,+1-531-580-8088,2,657 Joseph Heights Apt. 938,Karaport,FL,32921,2
832,Kyles Grill,937-690-2518x99,18,2230 Janet Court,Kevinbury,FL,45490,1
833,Gabrielles Table,6973856922,9,89988 Deanna View,West Michael,SD,32853,1
834,Michaels Bistro,(877)685-8601x4,18,8885 Kim Springs Apt. 479,Leeburgh,SD,92980,10
835,Brittanys Tacos,001-502-829-071,4,125 Aaron Burgs,Lake Charles,GA,18315,5
836,Sherris Diner,001-107-352-319,1,84543 Green Cove,East Lisa,NV,79355,4
837,Brittanys Tacos,+1-891-978-7555,2,950 Kemp Meadows,Rachelland,WA,31831,2
838,Brians Pizza,6760691239,4,16050 Bates Viaduct Apt. 418,Jessicaside,AL,97961,9
839,Brians Pizza,737-607-7646,18,796 Carolyn Lock Apt. 443,New Dorothytown,PA,82076,2
840,Gabrielles Table,774.072.4488x02,10,77626 Walker Drives,New Tyrone,TN,88417,5
841,Gabrielles Table,+1-768-718-3991,4,299 Misty Circles,Taylorburgh,VA,13216,4
842,Brittanys Tacos,4330317610,17,97042 Ibarra Glens,West Lindseyberg,DC,66379,10
843,Samuels Corner,(283)849-8385,14,96161 Rebecca Turnpike Apt. 641,North Stevenchester,MS,46935,7
844,Brians Pizza,(343)856-2996,5,80299 White Neck,Samanthafort,SC,30572,7
845,Brittanys Tacos,+1-863-461-4530,1,891 Lori Wells,Cartermouth,NV,38207,7
846,Kyles Grill,(345)774-7742,8,23815 Colin Crossing Apt. 038,Nicolefort,NJ,15081,2
847,Kyles Grill,506-971-7191x23,1,30847 Dustin Loop,Lake Leahmouth,NE,19641,4
848,Samuels Corner,187.110.5483,8,3164 Black Crossing Apt. 788,North Jessicastad,DE,13678,5
849,Timothys Cafe,229-778-8158,14,1413 Beck Heights Suite 370,Woodsstad,HI,15381,8
850,Sherris Diner,001-809-633-899,13,372 Jill Isle,Lake Elizabethview,WV,97456,4
851,Brians Pizza,+1-595-383-5311,5,73402 Lane Throughway Apt. 418,Lake Pamelamouth,VA,28479,3
852,Michaels Bistro,610.984.3932x87,12,21306 John Via,Joneston,TN,76842,4
853,Brittanys Tacos,+1-063-435-3302,10,10219 Benjamin Walks Apt. 418,New Phillipstad,OK,67600,6
854,Brians Pizza,644-508-1162,8,3720 Riley Mission,South Thomasborough,ME,55410,5
855,Johns Kitchen,597.280.8140x33,13,220 Adkins Fords,Stantontown,AR,90322,10
856,Sherris Diner,186-074-8636x72,4,52899 Alexandra Mountains,West Lesliebury,NM,13068,5
857,Seans House,3532225230,16,73546 Gabriel Fields Suite 338,Natalieshire,ME,49850,1
858,Johns Kitchen,512.037.4524,6,742 Kevin Lane,South Kellyburgh,OK,33351,2
859,Kyles Grill,200-394-9044,4,8658 King Islands Suite 462,Lake Christopherside,TN,09765,3
860,Kyles Grill,755-722-2997x71,8,9997 Middleton Turnpike Apt. 090,Youngside,VT,80396,9
861,Brittanys Tacos,(700)723-5318x7,4,897 Veronica Alley Apt. 478,Julieberg,LA,29870,10
862,Gabrielles Table,001-636-708-394,10,91121 Joshua Rue,West Garrett,WY,69706,8
863,Brittanys Tacos,001-949-717-710,12,729 Kayla Fork Apt. 300,Castroberg,AL,19683,5
864,Brians Pizza,(053)334-3561,3,18890 Stanton Plains,Rodriguezmouth,FL,75876,4
865,Brittanys Tacos,571.606.2900,20,252 James Points,East Jennifer,IA,49626,3
866,Sherris Diner,001-885-197-463,11,2232 Erica Gateway Apt. 653,West Mary,NC,32820,6
867,Sherris Diner,001-966-077-850,4,26338 Key Drive Apt. 766,North Kathytown,WA,02974,2
868,Timothys Cafe,(997)958-2530,12,43026 Williams Corners Suite 064,East Angelaview,WV,54896,3
869,Sherris Diner,(146)683-0347,3,16525 Schmitt Springs,Adamville,AL,09002,3
870,Sherris Diner,+1-865-564-8159,2,081 Timothy Drives Apt. 960,Henryside,FL,42005,6
871,Michaels Bistro,141.098.3351,20,6887 Kayla Knoll Apt. 418,Ashleyton,HI,60868,8
872,Seans House,013-050-4672x74,5,36998 Joel Station Apt. 820,West David,VA,88792,3
873,Sherris Diner,111.016.8378,6,8537 Carrie Vista,Sharpberg,NC,55002,1
874,Gabrielles Table,8003146846,14,5843 Cameron Wells Apt. 035,Markbury,WY,02416,8
875,Kyles Grill,(509)395-6759,17,95748 Malone Stravenue Suite 932,South Edward,RI,15595,7
876,Seans House,(431)142-1195,11,03164 Moore Curve,Lake Kimberlyville,KY,37255,6
877,Samuels Corner,(376)265-0861x6,20,04769 Ryan Ville,Kathleenport,MA,57308,1
878,Michaels Bistro,781.979.8005,6,930 Angela Springs,Jimenezport,IA,48304,3
879,Sherris Diner,001-226-539-746,14,65659 Mario Burgs,East Meghan,ME,06567,5
880,Michaels Bistro,+1-952-380-3671,5,38302 Richard Villages,Woodville,MO,71785,2
881,Johns Kitchen,148.936.3617x22,10,79817 Brown Island Suite 531,Ashleyburgh,MN,66598,3
882,Sherris Diner,(280)967-2408,20,4777 Alexandra Fields,Lake Charlesside,WY,40421,1
883,Michaels Bistro,+1-052-078-1911,10,459 Frank Corners,Lake Christine,MO,79262,10
884,Brians Pizza,001-035-693-154,12,46132 Nicholas Extensions,West Ryanberg,HI,46234,6
885,Brittanys Tacos,(640)927-6287,4,509 Ward Parks Apt. 413,New Joanland,HI,45725,8
886,Seans House,639.539.8219x63,9,888 Michael Street,Williamsborough,NY,80566,10
887,Samuels Corner,(720)337-5141x0,16,65834 Manning Locks,Bakerton,MI,01000,1
888,Kyles Grill,242-101-5044,12,108 Crawford Common Suite 173,Claytonberg,IN,60588,8
889,Sherris Diner,001-796-657-035,9,29925 Woodard Station Apt. 480,New Edwardhaven,NC,03614,4
890,Kyles Grill,(251)285-0465,3,53419 Blanchard Center,Lake Jordan,NY,18439,8
891,Brians Pizza,2208764313,1,8397 Tina Circles Apt. 227,East Brianbury,DE,56382,2
892,Kyles Grill,6107536353,5,933 Mckay Drive,New William,NC,67864,1
893,Brittanys Tacos,909-565-3429,5,0120 David Islands,Hurleybury,VA,34873,1
894,Kyles Grill,756.424.7633x87,11,428 Jon Via,South Timothychester,CA,81185,10
895,Brians Pizza,(298)778-4225,5,22106 Danny Springs Apt. 754,North Teresa,ND,25016,5
896,Kyles Grill,318.452.4226,13,9931 Williams Highway,Lake Michaelville,OH,42801,4
897,Timothys Cafe,9084650127,15,25199 Justin Inlet Suite 938,Jenningsmouth,SC,95063,9
898,Johns Kitchen,(725)982-9652,16,60626 Kent Via Apt. 258,South Kimberlyton,NJ,97384,9
899,Samuels Corner,+1-423-217-6572,3,15218 Jessica Junctions,Andersonville,NJ,48840,3
900,Michaels Bistro,001-726-077-856,4,549 Swanson Crescent Suite 048,Shannonbury,VA,07725,3
901,Seans House,564-577-6065x41,19,53003 Tracy Rapids Apt. 944,Erictown,AZ,25847,2
902,Seans House,424.035.0044x52,14,69588 Aguilar Mountains Apt. 242,Shawport,OH,34379,2
903,Kyles Grill,(694)587-0419x4,9,397 George Cape,Bryanthaven,OK,47212,5
904,Johns Kitchen,122.766.4477,5,99514 Vernon Place,Gentryborough,DC,23321,6
905,Johns Kitchen,(894)155-7579,3,814 Shelley Pike Suite 872,Aaronland,LA,72070,8
906,Brians Pizza,181-578-0950,11,044 Stephen Rest,Ashleyland,KY,46587,8
907,Johns Kitchen,001-268-597-369,5,18367 Jane Mount Apt. 385,South Kristy,VA,04394,6
908,Samuels Corner,001-965-298-888,6,7610 Bowen Pine,East Jacob,VT,78990,9
909,Johns Kitchen,273-000-2599x67,13,36441 Melinda Station,New Amanda,NV,05543,5
910,Kyles Grill,292.911.0370x40,12,8872 Roth Crest Suite 115,Heidiborough,NV,18609,8
911,Michaels Bistro,045-799-3807x07,11,71148 Wood Manors,Jenkinstown,HI,65878,5
912,Gabrielles Table,+1-514-140-6171,16,4001 Clark Common,Port Coreytown,FL,74499,6
913,Johns Kitchen,254-872-7372x52,14,1330 Daniel Rapids,Rodriguezfort,DC,89632,8
914,Brittanys Tacos,+1-738-069-7384,16,263 Bryce Roads,North Williamborough,SC,30019,1
915,Samuels Corner,+1-583-063-7442,14,49382 Schmitt Path Apt. 765,East Melaniestad,LA,15657,6
916,Gabrielles Table,+1-368-477-1553,20,224 Christina Expressway Suite 906,Amandaport,PA,86973,5
917,Brians Pizza,2233816219,11,5267 Washington Junctions,Port Kevinton,NE,11266,6
918,Seans House,001-477-374-214,5,09226 Ray Crescent,New Roymouth,SC,67256,9
919,Seans House,034.631.9271,8,99271 Leslie Underpass Apt. 768,Williamsview,AZ,98764,10
920,Timothys Cafe,+1-339-570-5939,13,8849 Sharon Plaza,Lake Jade,AZ,80592,8
921,Samuels Corner,132.327.4656x00,14,224 Bobby Ways Apt. 694,Port Ryanville,HI,96211,2
922,Brittanys Tacos,314-567-7510,18,5206 Smith Village Suite 580,Jasonland,IN,91413,5
923,Timothys Cafe,229.751.0625,16,289 David Station,West Spencer,NM,64642,9
924,Timothys Cafe,(802)360-7720x5,18,582 Salinas Plain,Jeffreybury,DC,74408,1
925,Timothys Cafe,142-547-7960,18,9254 Pierce Plains Suite 226,Lake Janefurt,FL,87243,3
926,Timothys Cafe,2715209069,16,61866 Thompson Burg Apt. 054,Lake Victoriaburgh,SC,74040,7
927,Michaels Bistro,955.179.0356,18,7400 Randolph Fields,New Marcusville,TN,06254,4
928,Timothys Cafe,469.340.1277x99,18,513 Howard Via,Sandraview,SD,78023,3
929,Brittanys Tacos,503.014.3013x97,8,11829 Alexandra Fords Apt. 806,Port Reneeshire,CO,61806,6
930,Brittanys Tacos,635.702.8617x93,13,18197 Chan Divide,West Tylermouth,NC,61444,8
931,Samuels Corner,+1-886-789-7090,3,3759 Carrie Rest Suite 061,West Jeffery,KS,34319,1
932,Johns Kitchen,001-157-776-606,19,386 Andrew Lock,West Grantside,WY,82018,4
933,Timothys Cafe,380.695.3817x50,14,759 Wallace Rapids,Lake Denise,KY,84230,10
934,Timothys Cafe,266-384-5316x99,17,8949 Keith Haven Apt. 684,Aimeefort,HI,66655,7
935,Kyles Grill,230.196.5162x07,19,89053 Black Neck,West Alex,MI,98588,6
936,Johns Kitchen,867.395.2841,8,31457 Christopher Rapid,Ryanview,VA,37562,4
937,Seans House,(996)863-9409x1,3,47827 Wall Manors,Sanderstown,MI,51331,2
938,Brittanys Tacos,275-376-1750x83,8,679 Luis Lakes Suite 065,South Robertland,MA,26190,4
939,Sherris Diner,872-431-5586x77,12,13655 Petty Square,Ricardobury,LA,82257,7
940,Johns Kitchen,(499)810-3396,1,5310 Giles Spurs,West Christian,MS,58225,2
941,Samuels Corner,325.097.2567,7,25208 Bell Crescent Apt. 272,Brandonport,WA,43243,5
942,Kyles Grill,(682)607-1692,1,1922 Valerie Points Apt. 108,South Anthony,IL,79628,9
943,Gabrielles Table,7451287862,12,01183 Miguel Courts Apt. 065,East Anthonyview,CO,34885,8
944,Brians Pizza,(336)565-6663x9,18,88469 Johnny Alley,Carmenhaven,TX,69708,9
945,Michaels Bistro,(587)611-9359x9,16,05479 Clark Oval Suite 539,North Jeffreyfort,WI,72043,3
946,Timothys Cafe,219.436.8153x38,5,4951 Michele Mills,Collinsland,MI,92654,5
947,Seans House,9568866571,4,47157 Rodriguez Unions Apt. 465,Garciastad,AR,24018,6
948,Samuels Corner,937.220.9000x16,2,03872 Brennan Plains,West Davidberg,DE,99767,6
949,Seans House,+1-828-408-1698,12,3541 Rodriguez Rue Suite 166,Arthurport,SD,09829,7
950,Gabrielles Table,+1-506-423-9459,12,252 Megan Mill,Martinton,VA,35496,10
951,Brittanys Tacos,001-161-965-557,5,96554 Collins Path,Garciatown,MI,07107,7
952,Michaels Bistro,+1-896-792-7725,10,5432 Kaitlyn Roads,Hoffmanland,CO,67223,5
953,Johns Kitchen,187.204.6594x96,15,402 Allen Plain Suite 381,Nancymouth,RI,67446,5
954,Timothys Cafe,3964063016,5,112 Boyle Corners Suite 994,South Lisaburgh,FL,72039,4
955,Johns Kitchen,638-546-9220x96,18,493 Alvarez Route Suite 605,Grimesmouth,MT,78894,1
956,Timothys Cafe,+1-771-352-5133,14,21995 Erin Mission,Lake Stephanieberg,CA,04786,10
957,Johns Kitchen,320.942.2626x29,8,75058 Evans Corner,East Derek,GA,99424,9
958,Timothys Cafe,+1-274-424-7221,7,13542 Jordan Islands Apt. 714,Adamsmouth,VA,28336,6
959,Seans House,522-359-1641x95,8,493 Kayla Junctions,Marymouth,NM,24643,10
960,Michaels Bistro,(167)424-8485,2,66556 Dunn Valley Suite 249,Riceborough,OR,35623,2
961,Samuels Corner,489.312.8284x78,5,952 Billy Freeway,North Edwinmouth,NM,77551,7
962,Seans House,7332483719,4,8059 Paula Court,New Michael,KS,51971,8
963,Brittanys Tacos,417-080-2356x11,5,278 Campbell Ridges Apt. 645,Carmenberg,UT,62545,10
964,Samuels Corner,6505231031,13,256 Kelly Key,West Brianamouth,PA,98938,6
965,Kyles Grill,303.328.3614x81,1,61041 Michael Canyon,West Abigailberg,VT,77220,5
966,Timothys Cafe,001-265-904-382,14,0383 Bond Isle Suite 310,Bondstad,PA,94646,2
967,Brittanys Tacos,(384)910-9810,12,02550 Tonya Walk,South Valerieland,MD,31170,1
968,Seans House,001-495-723-634,2,684 Gibson Island,Lake Allisonfurt,MS,67047,8
969,Kyles Grill,2887228629,4,58707 Chelsea Circle,Jamesview,MS,31635,3
970,Brittanys Tacos,+1-542-656-3353,19,858 Michael Land Apt. 915,Murillomouth,SC,90305,8
971,Brians Pizza,128-085-4707,3,9591 Brian Shoal,Lake Brenda,CT,49306,3
972,Samuels Corner,201-690-9851x30,16,92349 Kramer Track Suite 913,Rachelberg,AZ,96509,9
973,Michaels Bistro,+1-584-971-6183,20,2949 Moore Lane Apt. 010,North Davidstad,ID,65160,5
974,Sherris Diner,966.345.3163,6,7327 Ibarra Drive Suite 662,Sophiaville,WV,50135,10
975,Gabrielles Table,(191)255-8822,1,216 Ryan Path Apt. 978,Robertmouth,SD,53315,9
976,Samuels Corner,974.554.3506x82,5,638 Carolyn Street Suite 860,Kevinport,OK,73019,3
977,Gabrielles Table,001-925-178-486,12,1244 Rivera Vista Suite 200,Moranhaven,OR,03483,5
978,Johns Kitchen,149.709.1538,5,120 Ashlee Courts Suite 927,Christopherfort,DE,02348,8
979,Sherris Diner,+1-223-828-8927,3,0416 Hall Run Apt. 329,Julieview,MA,65112,5
980,Seans House,1012553719,8,35907 Debra Pike,Laurashire,NY,90818,2
981,Kyles Grill,788-160-0024x00,3,083 Zachary Gardens Suite 812,Gutierrezfort,MS,87672,5
982,Brians Pizza,+1-032-890-2317,1,983 Roberto Dam Apt. 726,Lindabury,FL,69864,1
983,Gabrielles Table,+1-741-695-8524,19,9995 Wallace Drive,West Jerry,DC,47510,8
984,Seans House,8511807858,14,234 Miller Hill Apt. 199,Powellhaven,FL,62583,1
985,Sherris Diner,001-652-159-718,5,02881 Peters Fords Suite 657,Port Stephaniemouth,RI,35661,4
986,Seans House,+1-997-704-0106,6,309 Sims Turnpike Suite 775,Levyberg,NM,59050,5
987,Kyles Grill,001-035-672-443,16,0848 Gomez Drive,South Michaelberg,WA,37548,10
988,Seans House,+1-048-045-8667,5,361 Wilson Trail,Mcbridechester,MD,43017,2
989,Gabrielles Table,001-775-782-541,17,97928 Rebecca River Apt. 733,Leahside,DE,06024,1
990,Michaels Bistro,499.875.2147,10,9567 Belinda Lakes Apt. 233,Ashleychester,TN,94805,8
991,Michaels Bistro,+1-218-021-5347,16,1062 George Way Suite 067,Andreaburgh,IN,57707,5
992,Michaels Bistro,(131)386-5033,14,07788 Karen Rapid,New Clarencemouth,CT,74670,1
993,Sherris Diner,001-463-636-399,11,7597 White Centers Apt. 944,North Rodney,GA,69931,7
994,Kyles Grill,+1-334-258-5911,15,491 Jordan Rapids,Lake Stephen,OR,76949,6
995,Kyles Grill,9842061971,1,8780 Foley Gateway,Turnerton,NM,16069,1
996,Brittanys Tacos,001-298-200-497,10,9299 Lance Lodge Apt. 455,West Amberberg,CO,04909,1
997,Johns Kitchen,936.565.4168,4,45999 Thomas Alley,Roseborough,LA,42901,5
998,Sherris Diner,440-615-5775,5,1296 David Expressway,Benjaminmouth,KY,34904,3
999,Timothys Cafe,801.571.8521,2,7680 Bowman Estates Suite 799,Port Danielhaven,NV,46494,6
1000,Brittanys Tacos,001-810-390-687,2,406 Norman View Apt. 213,South Christina,VT,41955,5
